Date,Low,Open,Volume,High,Close,Adjusted Close,Ticker,Quarter
2019-08-16,58.59049987792969,58.977500915527344,26266000,59.13600158691406,58.880001068115234,58.880001068115234,GOOG,2019Q3
2019-08-19,59.50450134277344,59.50450134277344,24632000,60.3494987487793,59.92250061035156,59.92250061035156,GOOG,2019Q3
2019-08-20,59.105499267578125,59.76250076293945,18310000,59.803001403808594,59.134498596191406,59.134498596191406,GOOG,2019Q3
2019-08-21,59.37149810791016,59.657501220703125,14814000,59.95000076293945,59.5625,59.5625,GOOG,2019Q3
2019-08-22,58.92900085449219,59.70349884033203,18950000,59.90060043334961,59.47650146484375,59.47650146484375,GOOG,2019Q3
2019-08-23,57.38750076293945,59.0994987487793,33740000,59.70399856567383,57.56449890136719,57.56449890136719,GOOG,2019Q3
2019-08-26,57.64799880981445,57.86299896240234,24522000,58.4734992980957,58.44449996948242,58.44449996948242,GOOG,2019Q3
2019-08-27,58.0724983215332,59.0265007019043,21544000,59.119998931884766,58.391998291015625,58.391998291015625,GOOG,2019Q3
2019-08-28,57.8650016784668,58.08549880981445,16040000,58.82099914550781,58.55099868774414,58.55099868774414,GOOG,2019Q3
2019-08-29,59.055999755859375,59.055999755859375,21768000,59.803001403808594,59.64250183105469,59.64250183105469,GOOG,2019Q3
2019-08-30,59.19015121459961,59.92499923706055,22596000,59.92499923706055,59.40499877929688,59.40499877929688,GOOG,2019Q3
2019-09-03,58.15999984741211,58.85150146484375,29598000,59.34450149536133,58.41949844360352,58.41949844360352,GOOG,2019Q3
2019-09-04,58.54999923706055,58.83549880981445,21378000,59.17399978637695,59.070499420166016,59.070499420166016,GOOG,2019Q3
2019-09-05,59.57649993896485,59.57649993896485,28162000,60.652000427246094,60.56900024414063,60.56900024414063,GOOG,2019Q3
2019-09-06,60.1260986328125,60.40650177001953,21442000,60.60074996948242,60.24649810791016,60.24649810791016,GOOG,2019Q3
2019-09-09,59.63100051879883,60.20000076293945,29438000,61.0,60.22050094604492,60.22050094604492,GOOG,2019Q3
2019-09-10,59.729000091552734,59.75749969482422,25202000,60.5,60.29999923706055,60.29999923706055,GOOG,2019Q3
2019-09-11,60.11000061035156,60.170501708984375,26140000,61.130001068115234,61.00849914550781,61.00849914550781,GOOG,2019Q3
2019-09-12,61.1510009765625,61.21500015258789,34518000,62.09299850463867,61.712501525878906,61.712501525878906,GOOG,2019Q3
2019-09-13,61.35049819946289,61.567501068115234,26028000,62.04399871826172,61.97800064086914,61.97800064086914,GOOG,2019Q3
2019-09-16,61.28049850463867,61.47600173950195,21066000,61.97800064086914,61.56499862670898,61.56499862670898,GOOG,2019Q3
2019-09-17,61.18450164794922,61.52000045776367,19102000,61.75,61.45750045776367,61.45750045776367,GOOG,2019Q3
2019-09-18,60.82649993896485,61.3754997253418,22702000,61.78049850463867,61.62049865722656,61.62049865722656,GOOG,2019Q3
2019-09-19,61.60100173950195,61.60300064086914,19920000,62.22200012207031,61.93550109863281,61.93550109863281,GOOG,2019Q3
2019-09-20,61.15399932861328,61.65599822998047,45400000,62.16600036621094,61.49649810791016,61.49649810791016,GOOG,2019Q3
2019-09-23,61.20849990844727,61.29999923706055,21248000,61.954498291015625,61.70149993896485,61.70149993896485,GOOG,2019Q3
2019-09-24,60.53400039672852,62.0,31664000,62.33700180053711,60.9379997253418,60.9379997253418,GOOG,2019Q3
2019-09-25,60.50450134277344,60.79100036621094,29060000,62.415000915527344,62.32600021362305,62.32600021362305,GOOG,2019Q3
2019-09-26,61.613399505615234,62.09799957275391,30760000,62.25,62.06949996948242,62.06949996948242,GOOG,2019Q3
2019-09-27,60.72249984741211,62.1505012512207,27078000,62.20100021362305,61.25450134277344,61.25450134277344,GOOG,2019Q3
2019-09-30,60.6150016784668,61.04850006103516,28082000,61.29999923706055,60.95000076293945,60.95000076293945,GOOG,2019Q3
2019-10-01,60.17900085449219,60.95000076293945,25470000,61.561500549316406,60.255001068115234,60.255001068115234,GOOG,2019Q4
2019-10-02,58.56449890136719,59.8489990234375,32302000,59.8489990234375,58.83150100708008,58.83150100708008,GOOG,2019Q4
2019-10-03,58.12149810791016,59.0,32424000,59.45299911499024,59.39149856567383,59.39149856567383,GOOG,2019Q4
2019-10-04,59.45849990844727,59.59450149536133,23248000,60.571998596191406,60.45000076293945,60.45000076293945,GOOG,2019Q4
2019-10-07,60.1875,60.220001220703125,16858000,60.91019821166992,60.38399887084961,60.38399887084961,GOOG,2019Q4
2019-10-08,59.45050048828125,59.87950134277344,20786000,60.30400085449219,59.45650100708008,59.45650100708008,GOOG,2019Q4
2019-10-09,59.88150024414063,59.96749877929688,17354000,60.41749954223633,60.115501403808594,60.115501403808594,GOOG,2019Q4
2019-10-10,59.867000579833984,59.92900085449219,16932000,60.75,60.43349838256836,60.43349838256836,GOOG,2019Q4
2019-10-11,60.6870002746582,61.11050033569336,25454000,61.41949844360352,60.772499084472656,60.772499084472656,GOOG,2019Q4
2019-10-14,60.5880012512207,60.617000579833984,17350000,61.31650161743164,60.85699844360352,60.85699844360352,GOOG,2019Q4
2019-10-15,61.02000045776367,61.02000045776367,27634000,62.36650085449219,62.1505012512207,62.1505012512207,GOOG,2019Q4
2019-10-16,61.92250061035156,62.05849838256836,21892000,62.73699951171875,62.18199920654297,62.18199920654297,GOOG,2019Q4
2019-10-17,62.49700164794922,62.54650115966797,19048000,63.1662483215332,62.65349960327149,62.65349960327149,GOOG,2019Q4
2019-10-18,62.05400085449219,62.67300033569336,27056000,62.94449996948242,62.27450180053711,62.27450180053711,GOOG,2019Q4
2019-10-21,62.02999877929688,62.61299896240234,20544000,62.73144912719727,62.307498931884766,62.307498931884766,GOOG,2019Q4
2019-10-22,62.06900024414063,62.39250183105469,20476000,62.52999877929688,62.13999938964844,62.13999938964844,GOOG,2019Q4
2019-10-23,62.11800003051758,62.11800003051758,18230000,62.99449920654297,62.95650100708008,62.95650100708008,GOOG,2019Q4
2019-10-24,62.68574905395508,63.04499816894531,20562000,63.20000076293945,63.04949951171875,63.04949951171875,GOOG,2019Q4
2019-10-25,62.5004997253418,62.55149841308594,24262000,63.47999954223633,63.25650024414063,63.25650024414063,GOOG,2019Q4
2019-10-28,63.62699890136719,63.772499084472656,52264000,64.96549987792969,64.5,64.5,GOOG,2019Q4
2019-10-29,62.860599517822266,63.811500549316406,37728000,64.07949829101562,63.13100051879883,63.13100051879883,GOOG,2019Q4
2019-10-30,62.59999847412109,62.64849853515625,28178000,63.46799850463867,63.06449890136719,63.06449890136719,GOOG,2019Q4
2019-10-31,62.54214859008789,63.06399917602539,29114000,63.38349914550781,63.00550079345703,63.00550079345703,GOOG,2019Q4
2019-11-01,63.025001525878906,63.25,33402000,63.73099899291992,63.6870002746582,63.6870002746582,GOOG,2019Q4
2019-11-04,63.8177490234375,63.8224983215332,30020000,64.70649719238281,64.56849670410156,64.56849670410156,GOOG,2019Q4
2019-11-05,64.56144714355469,64.64450073242188,25654000,64.94650268554688,64.60150146484375,64.60150146484375,GOOG,2019Q4
2019-11-06,64.125,64.4729995727539,23060000,64.6865005493164,64.58999633789062,64.58999633789062,GOOG,2019Q4
